"","GeoName","Region","year","Totalemploymentnumberofjobs","Wageandsalaryemployment","Proprietorsemployment","Farmproprietorsemployment","Nonfarmproprietorsemployment2","Farmemployment","Nonfarmemployment","Privatenonfarmemployment","Forestryfishingandrelatedactivities","Miningquarryingandoilandgasextraction","Utilities","Construction","Manufacturing","Wholesaletrade","Retailtrade","Transportationandwarehousing","Information","Financeandinsurance","Realestateandrentalandleasing","Professionalscientificandtechnicalservices","Managementofcompaniesandenterprises","Administrativeandsupportandwastemanagementandremediationservices","Educationalservices","Healthcareandsocialassistance","Artsentertainmentandrecreation","Accommodationandfoodservices","Otherservicesexceptgovernmentandgovernmententerprises","Governmentandgovernmententerprises","Federalcivilian","Military","Stateandlocal","Stategovernment","Localgovernment","Post","year_effective"
"210","Georgia",5,2012,5384734,4123207,1261527,35401,1226126,51607,5333127,4555770,"24398","10604","20695","262060","373673",219353,541974,"219259","119222",264304,225416,356901,61660,418938,109284,502623,98439,"382890","344077",777357,102633,99149,575575,168517,407058,1,2006
"211","Georgia",5,2013,5497190,4199951,1297239,35828,1261411,51079,5446111,4676005,"25098","10831","20735","269789","378913",223797,554443,"223309","123380",269593,228546,366626,63959,438399,113901,515598,99279,"399603","350206",770106,100265,98339,571502,170744,400758,1,2006
"212","Georgia",5,2014,5671135,4319507,1351628,35357,1316271,51971,5619164,4854701,"25807","10419","20746","284668","388706",238765,570466,"234248","128962",270199,239397,384097,67617,460266,119313,524703,104862,"419351","362109",764463,98733,95233,570497,171680,398817,1,2006
"213","Georgia",5,2015,5832928,4439059,1393869,35566,1358303,51764,5781164,5014587,"25679","10513","21395","292251","400277",247022,591357,"257438","126620",276251,248801,399237,71361,461609,121663,542196,105718,"436762","378437",766577,98983,94481,573113,172956,400157,1,2006
"214","Georgia",5,2016,5973764,4554072,1419692,36186,1383506,55351,5918413,5146376,"25668","10904","22212","312832","412409",237657,596183,"280114","133031",285916,255457,399263,77200,477215,123535,555726,111427,"454004","375623",772037,100620,91859,579558,175552,404006,1,2006
"215","Georgia",5,2017,6128089,4646146,1481943,35768,1446175,60487,6067602,5289006,"25351","9811","20763","321307","421894",239198,607236,"303435","139229",289967,268717,418492,75208,492447,127039,564641,118245,"469144","376882",778596,101220,93496,583880,177391,406489,1,2006
"216","Georgia",5,2018,6287460,4724963,1562497,35285,1527212,51760,6235700,5454307,"25897","8671","20296","343332","433162",235043,607193,"327323","137224",303533,282297,432210,82531,506513,128306,579814,124364,"479412","397186",781393,101514,91932,587947,178592,409355,1,2006
"217","Georgia",5,2019,6398989,4819837,1579152,34693,1544459,53343,6345646,5557624,"25224","8246","20694","352311","435550",237065,606278,"347049","137928",299056,276919,438665,94423,521761,135141,598590,125866,"491542","405316",788022,103381,94938,589703,178160,411543,1,2006
"218","Georgia",5,2020,6326647,4604905,1721742,34606,1687136,56115,6270532,5492889,"25611","8642","21093","370467","416523",228947,609381,"364239","132459",329285,301748,445912,93111,504619,123382,584063,114161,"424938","394308",777643,107617,96112,573914,171439,402475,1,2006
"219","Georgia",5,2021,6639656,4771619,1868037,34523,1833514,56317,6583339,5815940,"25751","8925","21077","373434","425727",235003,638119,"406043","152201",349289,332154,476666,93965,542184,131546,607281,123802,"455386","417387",767399,107182,96658,563559,164040,399519,1,2006
"220","Georgia",5,2022,6971461,4988559,1982902,34525,1948377,57015,6914446,6145949,"26121","9318","21583","388426","446773",249085,658170,"454899","162140",380470,366520,506412,98975,559917,141074,630643,128625,"486856","429942",768497,106573,91387,570537,163870,406667,1,2006
"221","Hawaii",8,2001,752548,628046,124502,5236,119266,12314,740234,572819,"3792","487","2766","33071","19542",19978,83293,"28653","13282",23420,29930,37160,6105,45944,14632,59349,19137,"91346","40932",167415,29291,53652,84472,67037,17435,0,NA
"222","Hawaii",8,2002,757694,631010,126684,4795,121889,11978,745716,574986,"4177","417","2752","33875","18412",19751,81070,"26826","12983",23530,29777,38000,6753,48796,15378,60690,19538,"90011","42250",170730,30751,52919,87060,69576,17484,0,NA
"223","Hawaii",8,2003,773609,642314,131295,4719,126576,11917,761692,589980,"3647","550","2795","36760","17956",20071,82002,"27327","11979",23775,31852,38911,6894,51110,16247,62763,19838,"92371","43132",171712,31724,52791,87197,69905,17292,0,NA
"224","Hawaii",8,2004,797234,657902,139332,4604,134728,11596,785638,612148,"3774","556","2870","39099","18540",20754,84071,"28758","12479",24598,34326,41022,7008,52441,16192,64488,20626,"96262","44284",173490,31585,53758,88147,70678,17469,0,NA
"225","Hawaii",8,2005,819967,674105,145862,4605,141257,11404,808563,636090,"3639","598","3069","45791","18541",21481,87259,"31790","12563",25064,37435,41474,7520,50621,17050,66533,21381,"99124","45157",172473,31331,53019,88123,70546,17577,0,NA
"226","Hawaii",8,2006,842375,690283,152092,4513,147579,11304,831071,656263,"3572","672","3130","49060","18663",21902,88722,"33796","12618",26048,38827,42707,7718,54784,17303,68158,21125,"100985","46473",174808,31822,54363,88623,70781,17842,0,NA
"227","Hawaii",8,2007,864610,698253,166357,6149,160208,12489,852121,675811,"3473","762","3265","51342","19044",22250,88867,"34255","12881",28208,40351,45132,7773,57520,17988,70349,22804,"102162","47385",176310,31773,54515,90022,71760,18262,0,NA
"228","Hawaii",8,2008,858384,692939,165445,6006,159439,11661,846723,666359,"3604","964","3379","49703","18314",22468,87283,"30447","12212",29336,39399,45324,7722,56624,18801,71426,22356,"99870","47127",180364,32254,56047,92063,73182,18881,0,NA
"229","Hawaii",8,2009,829885,664680,165205,5903,159302,11288,818597,637423,"3715","991","3423","42565","17545",21630,83737,"27568","11049",30913,37033,44402,7322,54018,19102,71663,20941,"94337","45469",181174,33375,55663,92136,73117,19019,0,NA
"230","Hawaii",8,2010,824450,661105,163345,5848,157497,11510,812940,630911,"3757","1140","3463","39382","16473",21371,82261,"26845","11857",29022,38350,44155,6988,54674,19483,72491,20573,"94236","44390",182029,34875,56237,90917,71878,19039,0,NA
"231","Hawaii",8,2011,834994,668935,166059,5776,160283,12304,822690,640626,"3715","960","3530","38902","16787",21544,84180,"27599","10428",29982,38886,44132,7261,57035,19245,72913,20712,"97271","45544",182064,34923,57087,90054,71174,18880,0,NA
"232","Hawaii",8,2012,849130,680809,168321,5636,162685,11735,837395,654339,"4026","1066","3825","40154","17474",21526,86274,"29344","10309",29307,38655,44584,7894,58389,19760,74019,21635,"100514","45584",183056,34950,57456,90650,71803,18847,0,NA
"233","Hawaii",8,2013,868191,693510,174681,5782,168899,11950,856241,673492,"4156","1025","4087","42048","18179",21711,87961,"30592","10694",29133,39299,45553,8643,61144,19971,76515,22396,"103981","46404",182749,33922,57357,91470,72446,19024,0,NA
"234","Hawaii",8,2014,882702,702804,179898,5785,174113,13161,869541,686643,"4425","958","4152","43115","18272",23667,88256,"31552","10490",27859,40726,45788,8891,63626,20016,77380,23014,"106556","47900",182898,33118,57147,92633,73450,19183,0,NA
"235","Hawaii",8,2015,901126,715002,186124,5891,180233,12625,888501,703066,"4025","1060","4314","46437","18431",24270,89830,"33576","10695",28909,41346,47000,8997,64021,20059,80068,22277,"108481","49270",185435,33074,58089,94272,75033,19239,0,NA
"236","Hawaii",8,2016,914921,723914,191007,5961,185046,12255,902666,717378,"3974","1011","4518","50095","18873",21713,89515,"36375","10754",30109,42962,46617,9480,64979,20250,81194,22979,"112214","49766",185288,33223,58202,93863,74552,19311,0,NA
"237","Hawaii",8,2017,921135,729532,191603,5961,185642,12011,909124,725338,"3877","802","4164","48448","18819",21619,90529,"39300","10945",29536,43830,46461,9482,63713,20637,82660,23543,"117229","49744",183786,33417,56925,93444,74126,19318,0,NA
"238","Hawaii",8,2018,924352,729548,194804,5955,188849,12531,911821,733305,"3920","655","4201","48453","18532",21621,90042,"40855","11066",30673,44680,47321,9683,64004,20793,83963,24206,"117566","51071",178516,33733,52002,92781,73518,19263,0,NA
"239","Hawaii",8,2019,914019,726773,187246,5849,181397,10664,903355,726753,"3914","572","4165","49559","17855",21737,88781,"45145","10448",28950,42000,46488,9768,55610,20801,85560,24618,"119373","51409",176602,34299,50764,91539,72120,19419,0,NA
"240","Hawaii",8,2020,817697,626386,191311,5876,185435,10365,807332,635759,"3820","664","4107","48648","15793",19836,80650,"35732","8986",31635,42275,45197,9028,48432,18154,83232,18105,"75795","45670",171573,35125,50798,85650,66545,19105,0,NA
"241","Hawaii",8,2021,861096,656812,204284,5873,198411,11308,849788,677100,"(D)","655","4000","48698","(D)",20520,82329,"40659","10119",33756,47878,48433,9159,49317,18681,85127,19559,"91659","46822",172688,34756,51776,86156,67218,18938,0,NA
"242","Hawaii",8,2022,903622,686760,216862,5874,210988,11581,892041,719559,"4103","701","4053","49266","16262",21689,84308,"44365","11019",35782,53091,49890,9533,51727,20474,85954,21848,"106374","49120",172482,34710,50522,87250,68416,18834,0,NA
"243","Idaho",7,2001,783399,610828,172571,24539,148032,40625,742774,623664,"12088","3022","1944","58043","72476",27950,93453,"22572","11528",26965,26026,44138,8091,40330,9076,63865,13122,"50331","38644",119110,12948,9596,96566,29547,67019,0,2022
"244","Idaho",7,2002,791317,612915,178402,24868,153534,41226,750091,628584,"12690","2597","2030","56843","68877",27316,94055,"22542","10889",27759,26539,44234,8054,43138,9973,67051,13809,"50335","39853",121507,13606,9749,98152,29397,68755,0,2022
"245","Idaho",7,2003,800916,617086,183830,23888,159942,39439,761477,638107,"11959","2882","2011","58523","66122",26835,95554,"22409","11001",28603,28607,45287,7616,44085,10771,69777,14299,"51475","40291",123370,13660,9764,99946,30039,69907,0,2022
"246","Idaho",7,2004,825332,632993,192339,23223,169116,38975,786357,661614,"12283","2872","2035","63690","66397",27563,96787,"22958","11879",29010,32299,47270,7665,47500,11231,72066,14575,"52621","40913",124743,13361,10063,101319,30272,71047,0,2022
"247","Idaho",7,2005,861531,654849,206682,23036,183646,38190,823341,698300,"12368","3035","2137","72523","67326",29493,101091,"23829","12906",30854,37795,48783,7964,50611,11882,74488,15091,"54116","42008",125041,13109,9615,102317,30043,72274,0,2022
"248","Idaho",7,2006,899836,682740,217096,22450,194646,37728,862108,736496,"12079","3438","2219","80945","70585",29928,105101,"24937","13863",32527,42411,51412,8008,53568,12555,77311,16004,"56279","43326",125612,12901,9785,102926,29372,73554,0,2022
"249","Idaho",7,2007,929492,699033,230459,22472,207987,36981,892511,765539,"12385","4198","2319","81496","71533",31009,109181,"26127","14404",35349,45329,54623,8115,54248,13088,81322,17215,"59023","44575",126972,12896,10006,104070,29667,74403,0,2022
"250","Idaho",7,2008,921093,691220,229873,22578,207295,37865,883228,754473,"12456","4518","2437","72294","67910",30561,107120,"25912","14542",37454,44937,54513,7755,53387,13369,84455,17325,"59189","44339",128755,13224,10151,105380,29922,75458,0,2022
"251","Idaho",7,2009,880489,649650,230839,22951,207888,37293,843196,714358,"11898","3810","2316","59267","60588",29112,101051,"25113","13166",38914,42956,52656,7227,50022,13891,87078,16891,"55001","43401",128838,13568,10129,105141,29490,75651,0,2022
"252","Idaho",7,2010,868683,642642,226041,22805,203236,37294,831389,702794,"11958","4409","2956","53502","58442",28606,98085,"24954","12640",37363,43686,52535,6391,49332,14555,89510,17249,"54452","42169",128595,13710,9899,104986,29017,75969,0,2022
"253","Idaho",7,2011,878537,646369,232168,22683,209485,39387,839150,712310,"11898","4548","2960","50743","60205",29355,99180,"25678","12176",39902,44649,52682,6350,49375,14720,90972,17616,"56085","43216",126840,12728,9552,104560,29364,75196,0,2022
"254","Idaho",7,2012,883162,652210,230952,22299,208653,38804,844358,717825,"12281","6233","3000","50719","62227",30016,100160,"26350","11971",38454,43330,51969,6434,49710,15183,91616,18310,"56891","42971",126533,12673,9573,104287,29363,74924,0,2022
"255","Idaho",7,2013,903016,667785,235231,22430,212801,38812,864204,737516,"12688","5381","2998","53780","65413",31401,101935,"26468","12030",38701,44576,52196,6046,52497,15756,94435,18733,"58588","43894",126688,12451,9510,104727,29378,75349,0,2022
"256","Idaho",7,2014,925548,685333,240215,22569,217646,40192,885356,757831,"13128","5077","3088","56037","65910",33456,104248,"26817","12078",37826,46631,54084,6231,53035,16666,96877,19897,"61386","45359",127525,12357,9266,105902,29645,76257,0,2022
"257","Idaho",7,2015,949392,703879,245513,22809,222704,39810,909582,780202,"13004","5333","3260","58159","68051",33856,108193,"28784","11904",38929,48055,56487,6461,51966,17350,100162,18991,"63816","47441",129380,12625,9058,107697,31117,76580,0,2022
"258","Idaho",7,2016,976719,726723,249996,22884,227112,40099,936620,805102,"13042","5430","3428","63339","70898",31656,109055,"28810","11949",40870,49634,57480,6961,57290,17333,102373,20267,"67345","47942",131518,12871,8961,109686,31566,78120,0,2022
"259","Idaho",7,2017,1007831,749669,258162,22901,235261,43552,964279,830671,"13176","5105","3210","67305","73230",31837,111581,"30588","12099",41113,51679,59722,7110,60568,18510,103572,21387,"70208","48671",133608,13022,8911,111675,31805,79870,0,2022
"260","Idaho",7,2018,1041387,773803,267584,22807,244777,41457,999930,864468,"13462","4305","3265","72876","74737",32684,112125,"33217","11948",43511,53946,63235,8497,61549,20011,107337,23294,"73171","51298",135462,13117,9067,113278,31986,81292,0,2022
"261","Idaho",7,2019,1063687,799468,264219,22238,241981,41731,1021956,884762,"13160","3989","3226","77075","74942",33748,111719,"35685","11585",42983,52700,65414,8736,62282,22823,112240,23646,"76514","52295",137194,13232,9212,114750,32326,82424,0,2022
"262","Idaho",7,2020,1077864,791826,286038,22317,263721,40600,1037264,903460,"13289","4380","3228","82330","74577",34270,113136,"39462","10442",47748,59712,68270,9536,63199,22261,113881,22161,"70575","51003",133804,13719,9319,110766,30807,79959,0,2022
"263","Idaho",7,2021,1137618,832961,304657,22307,282350,38657,1098961,964937,"13560","4652","3305","86708","76591",36634,118582,"48178","11755",52156,66606,73893,10473,64639,24130,117807,24296,"77498","53474",134024,13322,9198,111504,30285,81219,0,2022
"264","Idaho",7,2022,1190624,865816,324808,22127,302681,40378,1150246,1015273,"13753","4833","3415","93405","79937",38945,122917,"50967","12888",57109,73842,77793,11008,65200,26229,120991,24838,"81610","55593",134973,13034,8970,112969,30375,82594,1,2022
"265","Illinois",3,2001,7309738,6189475,1120263,76657,1043606,97055,7212683,6312335,"11007","18352","30015","386380","831800",331356,754792,"293235","164723",438644,222207,497728,83664,453976,139681,693070,131526,"433611","396568",900348,91335,56769,752244,167302,584942,1,1999
"266","Illinois",3,2002,7217677,6082004,1135673,66349,1069324,82523,7135154,6223020,"12154","17034","28539","383399","771635",319833,746028,"283656","152342",435874,225021,481971,87654,446631,144545,705765,136128,"433776","411035",912134,92738,54686,764710,166807,597903,1,1999
"267","Illinois",3,2003,7191483,6011014,1180469,63342,1117127,81235,7110248,6207117,"10771","18188","25187","391899","731518",315154,745373,"280772","143638",434724,235997,471744,88738,451537,148993,719128,137205,"441238","415313",903131,92235,51978,758918,157466,601452,1,1999
"268","Illinois",3,2004,7244979,6010041,1234938,61664,1173274,76925,7168054,6271293,"11082","16853","24549","393210","713783",315121,743298,"285280","138459",433665,250316,481691,92067,480956,152637,729935,137886,"449785","420720",896761,89989,49960,756812,157502,599310,1,1999
"269","Illinois",3,2005,7334786,6045857,1288929,61040,1227889,78333,7256453,6362719,"11078","17671","23991","404352","705798",321557,748815,"293356","137905",435330,268373,492299,95909,485738,160291,739982,139839,"456767","423668",893734,89195,47031,757508,156712,600796,1,1999
"270","Illinois",3,2006,7448634,6125082,1323552,59651,1263901,77657,7370977,6475695,"10666","18879","23740","414558","699931",327453,749408,"299364","135540",437149,279534,507778,99623,504708,170627,758481,142157,"468414","427685",895282,87976,47195,760111,155375,604736,1,1999
"271","Illinois",3,2007,7577703,6168712,1408991,62769,1346222,80619,7497084,6599486,"11576","19505","23878","409233","693828",331165,755837,"308220","136277",458459,289002,524764,100132,518441,173942,782714,146787,"478653","437073",897598,87350,48053,762195,154394,607801,1,1999
"272","Illinois",3,2008,7553123,6137141,1415982,62656,1353326,79069,7474054,6565544,"11985","23200","24743","386437","676021",329416,739965,"304391","134964",473351,281801,528979,103113,503101,180562,797879,148671,"478855","438110",908510,87350,48545,772615,156383,616232,1,1999
"273","Illinois",3,2009,7304369,5846151,1458218,62244,1395974,77674,7226695,6312192,"11920","22409","24383","341734","597735",312266,707561,"292765","124818",492760,272322,505494,100576,458690,190086,810025,145929,"465945","434774",914503,87456,48155,778892,157615,621277,1,1999
"274","Illinois",3,2010,7251061,5790395,1460666,62436,1398230,80142,7170919,6263393,"11568","25588","23984","315359","578516",305329,693666,"293434","120061",476326,277504,504469,101570,478687,195327,821625,146304,"464744","429332",907526,92005,47776,767745,155295,612450,1,1999
"275","Illinois",3,2011,7376147,5851153,1524994,62365,1462629,79334,7296813,6405434,"11808","22705","24186","310402","593769",309986,707817,"307139","119236",497579,283187,513023,103431,495244,197464,836732,148801,"474843","448082",891379,85956,44574,760849,155540,605309,1,1999
"276","Illinois",3,2012,7434721,5922945,1511776,61515,1450261,77316,7357405,6475604,"12122","28728","24706","304744","602850",313975,704940,"318619","118981",490613,277592,521330,108247,513552,201464,846689,152704,"484839","448909",881801,83228,43853,754720,152399,602321,1,1999
"277","Illinois",3,2013,7503553,5965128,1538425,62455,1475970,75108,7428445,6551098,"12306","29666","24669","308447","601176",318375,707849,"324090","117635",491226,282040,535852,109156,526880,207367,853838,153145,"495425","451956",877347,81243,43324,752780,150931,601849,1,1999
"278","Illinois",3,2014,7613604,6043594,1570010,62311,1507699,74021,7539583,6664573,"14224","28757","24972","320071","600207",328849,714938,"340864","118994",474126,291467,548541,109977,545854,211525,861954,158898,"505936","464419",875010,79942,41532,753536,152098,601438,1,1999
"279","Illinois",3,2015,7748859,6139084,1609775,61751,1548024,76494,7672365,6796223,"12464","28785","25447","330297","602390",331289,728021,"379251","119740",484199,299529,569033,101960,538363,211607,878324,158841,"524503","472180",876142,80038,41848,754256,152127,602129,1,1999
"280","Illinois",3,2016,7804672,6181417,1623255,60852,1562403,75067,7729605,6851471,"12784","28135","26142","338514","596630",320892,727627,"405991","118670",493962,305311,573175,106148,540725,212774,879633,163819,"541215","459324",878134,80328,46698,751108,148027,603081,1,1999
"281","Illinois",3,2017,7823072,6216876,1606196,59794,1546402,73419,7749653,6870935,"13043","23200","25495","334532","596964",323361,721919,"418723","115794",490943,312775,578501,105775,540925,213038,880048,169883,"553722","452294",878718,80182,49317,749219,150070,599149,1,1999
"282","Illinois",3,2018,7880803,6253329,1627474,59594,1567880,74356,7806447,6936314,"13142","18894","25569","340002","607486",313169,707031,"448646","113685",503356,318523,587722,104303,546603,208995,885925,174205,"558922","460136",870133,79314,45578,745241,149226,596015,1,1999
"283","Illinois",3,2019,7859053,6283495,1575558,58202,1517356,71113,7787940,6913606,"12482","17673","25476","336669","605824",312679,687501,"469872","112022",494490,304915,587544,97736,548130,214861,892561,172952,"563387","456832",874334,79066,45739,749529,151200,598329,1,1999
"284","Illinois",3,2020,7519019,5849163,1669856,58011,1611845,73422,7445597,6610102,"12672","16247","24808","331794","575261",301515,681843,"478169","105565",527994,323515,575701,95569,502439,197713,861009,136443,"434912","426933",835495,82029,47415,706051,147625,558426,1,1999
"285","Illinois",3,2021,7749727,5967686,1782041,57841,1724200,74378,7675349,6841521,"12680","16404","24304","333536","574135",304972,708761,"491551","111785",548428,348784,600057,95239,530664,198607,875365,148829,"474347","443073",833828,79553,49397,704878,145226,559652,1,1999
"286","Illinois",3,2022,8094358,6190308,1904050,57681,1846369,73287,8021071,7179946,"13095","17205","24907","346844","588841",321423,721799,"526137","121445",586256,381470,625404,95776,561252,209753,894209,159490,"526797","457843",841125,78872,45200,717053,143371,573682,1,1999
"287","Indiana",3,2001,3588944,3029913,559031,62793,496238,77385,3511559,3080989,"7398","9469","15336","213180","626153",131989,423570,"139010","51711",138371,101023,137744,27480,170149,57868,329963,65205,"234862","200508",430570,37587,21955,371028,111092,259936,0,2007
"288","Indiana",3,2002,3553197,2996529,556668,56675,499993,68216,3484981,3049881,"7869","9150","14980","208797","599088",128460,416012,"133720","48213",136977,101015,137647,27951,178645,61262,332866,66257,"235571","205401",435100,37268,21453,376379,112290,264089,0,2007
"289","Indiana",3,2003,3552183,2987817,564366,53974,510392,65582,3486601,3045076,"7155","9448","14695","210526","582527",125811,411390,"131970","47265",137028,104727,138981,28087,180858,63116,339438,67094,"237998","206962",441525,37197,22092,382236,113707,268529,0,2007
"290","Indiana",3,2004,3593262,3011850,581412,52527,528885,63328,3529934,3088974,"7658","9213","14810","215360","582264",127903,408268,"135339","47629",135215,111437,145146,28080,192738,65307,343462,67522,"241574","210049",440960,36373,21043,383544,112613,270931,0,2007
"291","Indiana",3,2005,3634795,3030513,604282,52119,552163,63600,3571195,3130205,"7907","9249","15090","219527","581816",131504,408949,"141851","47880",134090,118978,146837,27597,198862,67645,349930,67762,"245197","209534",440990,36464,20547,383979,111588,272391,0,2007
"292","Indiana",3,2006,3674382,3055154,619228,51048,568180,64241,3610141,3166173,"7971","9664","15252","222505","576415",133620,406616,"145913","47709",134664,123795,150396,28181,204482,70543,359185,67888,"249695","211679",443968,36727,20566,386675,111500,275175,0,2007
"293","Indiana",3,2007,3720029,3069526,650503,52363,598140,64081,3655948,3204970,"8629","10029","15374","223827","562124",135604,404222,"149477","48674",139634,127971,158362,29938,209668,72391,371124,69560,"252911","215451",450978,37001,20705,393272,114371,278901,1,2007
"294","Indiana",3,2008,3682921,3035746,647175,52258,594917,61520,3621401,3160886,"8700","11076","15696","214615","533010",134314,391780,"145894","47947",143059,126448,160485,31656,203499,75166,379983,70940,"253586","213032",460515,38023,21836,400656,117385,283271,1,2007
"295","Indiana",3,2009,3523023,2867301,655722,52683,603039,63135,3459888,2998110,"8645","10765","15744","188286","456072",124631,376690,"138351","45575",146289,124145,155679,29834,187700,75720,388223,70263,"246020","209478",461778,39177,22353,400248,118113,282135,1,2007
"296","Indiana",3,2010,3525292,2874627,650665,53288,597377,67194,3458098,2999880,"8712","11903","15386","179024","460745",122654,369458,"138400","43888",142876,126755,155881,29291,201581,77916,394830,69681,"243958","206941",458218,42266,22188,393764,117351,276413,1,2007
"297","Indiana",3,2011,3590103,2916394,673709,53564,620145,64083,3526020,3074586,"8813","11242","15013","183154","477771",124785,376223,"143264","42503",148638,130971,156894,30333,212929,78935,399599,69666,"250484","213369",451434,38361,22321,390752,118794,271958,1,2007
"298","Indiana",3,2012,3642274,2976544,665730,51174,614556,64931,3577343,3130495,"9087","13632","14663","189687","495891",125085,378949,"147396","43675",146184,128875,158303,31414,219028,79581,406822,70310,"256716","215197",446848,37602,21601,387645,117885,269760,1,2007
"299","Indiana",3,2013,3684167,3009900,674267,51554,622713,63928,3620239,3177223,"9390","13845","14525","188483","507226",126236,384329,"150416","43855",146495,130393,160905,33307,223752,81751,413235,70299,"261804","216977",443016,37034,21468,384514,115686,268828,1,2007
"300","Indiana",3,2014,3740470,3053976,686494,51232,635262,62765,3677705,3234397,"10448","13674","14508","188098","521893",131525,387950,"154170","44437",144565,135066,164598,35007,232411,83382,413238,70983,"266560","221884",443308,36307,21202,385799,116252,269547,1,2007
"301","Indiana",3,2015,3796439,3104796,691643,50832,640811,61275,3735164,3291505,"9531","13542","14515","190092","533829",133982,391805,"162778","41906",146707,136875,170794,36207,232157,85304,422353,69313,"273830","225985",443659,36681,21227,385751,116509,269242,1,2007
"302","Indiana",3,2016,3847508,3151027,696481,50544,645937,61100,3786408,3340608,"9972","12893","14587","198569","538732",127168,396231,"169083","41148",151293,140368,173100,39029,232895,85649,434457,71421,"279397","224616",445800,37665,21028,387107,118284,268823,1,2007
"303","Indiana",3,2017,3903424,3187839,715585,49581,666004,62851,3840573,3394001,"10244","11325","14212","205510","548341",128073,394363,"179825","40282",151782,144198,178984,37807,237498,87537,444051,74454,"281517","223998",446572,38056,20654,387862,120226,267636,1,2007
"304","Indiana",3,2018,3963724,3229588,734136,49417,684719,64148,3899576,3448977,"10675","9915","14375","210297","557158",129868,390132,"187668","37957",157423,148616,185542,38835,240315,89383,450108,76698,"283444","230568",450599,38113,20392,392094,122964,269130,1,2007
"305","Indiana",3,2019,3969603,3253499,716104,48621,667483,60092,3909511,3458202,"10553","9189","14328","213706","555753",131969,381519,"197695","36550",153964,142865,187290,38979,242995,90131,458551,75789,"287053","229323",451309,39026,19904,392379,125221,267158,1,2007
"306","Indiana",3,2020,3843114,3084243,758871,48178,710693,60392,3782722,3345594,"(D)","(D)","14351","217325","519485",127810,374960,"212676","34389",162863,154285,188809,38326,221104,80390,448196,63965,"248724","218420",437128,41319,19192,376617,119000,257617,1,2007
"307","Indiana",3,2021,3978425,3172564,805861,47832,758029,58647,3919778,3488638,"11086","8384","14041","220396","539010",132161,383048,"235028","36734",170277,166309,199879,38962,236696,83052,453278,68671,"266287","225339",431140,39249,19452,372439,114446,257993,1,2007
"308","Indiana",3,2022,4140665,3281893,858772,47575,811197,57327,4083338,3652621,"(D)","(D)","13595","230173","557860",141404,393058,"254558","39871",182354,182215,213438,41114,246351,88246,459819,70508,"285029","232668",430717,38347,18605,373765,113080,260685,1,2007
"309","Iowa",4,2001,1902198,1522116,380082,91481,288601,106748,1795450,1538705,"10129","2756","8478","101938","245631",72837,231987,"64024","40450",99479,44337,62875,7721,80922,36866,186147,31723,"112138","98267",256745,18940,13932,223873,63190,160683,1,1978
"310","Iowa",4,2002,1879738,1507629,372109,81029,291080,96375,1783363,1525845,"11135","2554","8855","100924","233090",70899,229215,"64753","37373",101586,43836,62601,8060,80521,37192,186376,32549,"112581","101745",257518,19365,13972,224181,62844,161337,1,1978
"311","Iowa",4,2003,1873351,1500028,373323,76864,296459,91662,1781689,1523255,"10336","2694","7787","103112","225533",69516,228217,"64328","36213",102949,45603,62717,10081,80641,37263,188372,31625,"114505","101763",258434,19110,14148,225176,63973,161203,1,1978
"312","Iowa",4,2004,1902252,1521703,380549,74640,305909,89651,1812601,1552541,"11012","2790","7660","108234","228797",70530,228051,"66407","36436",105189,47756,65515,10607,82864,39308,189764,32118,"116143","103360",260060,18338,14235,227487,65782,161705,1,1978
"313","Iowa",4,2005,1933944,1545572,388372,73612,314760,91214,1842730,1582828,"11264","2933","7121","113399","234937",72328,228322,"69306","36626",106708,50625,65443,12117,83472,40545,191842,32542,"119200","104098",259902,18154,13673,228075,65365,162710,1,1978
"314","Iowa",4,2006,1965800,1568811,396989,71617,325372,87603,1878197,1616373,"11489","3123","7133","117101","237174",72687,228049,"71799","36370",110313,53977,67566,13124,86218,41997,196869,34126,"122212","105046",261824,18146,13272,230406,65485,164921,1,1978
"315","Iowa",4,2007,1994003,1579980,414023,74324,339699,90028,1903975,1640540,"12704","3346","7308","115775","235857",73306,225901,"73801","36743",116702,55699,71611,13519,89711,41333,201870,34809,"124910","105635",263435,18297,12761,232377,66252,166125,1,1978
"316","Iowa",4,2008,1997583,1586313,411270,73353,337917,91461,1906122,1639939,"13535","3799","7504","115106","233267",74073,221153,"73024","36246",121391,56555,72032,13848,89143,42380,204732,35011,"123343","103797",266183,18376,12875,234932,67618,167314,1,1978
"317","Iowa",4,2009,1959120,1540966,418154,72595,345559,88852,1870268,1600216,"14333","3815","7324","106171","209657",71729,218303,"71685","34452",126436,56990,70298,14029,84986,44039,207407,34852,"120769","102941",270052,18536,12900,238616,68043,170573,1,1978
"318","Iowa",4,2010,1950434,1535676,414758,72352,342406,91009,1859425,1590665,"15224","4194","7052","101067","206720",70768,214158,"70888","32840",125649,59374,70813,14029,88827,45515,209514,34353,"118757","100923",268760,19190,13040,236530,65825,170705,1,1978
"319","Iowa",4,2011,1975941,1551059,424882,72700,352182,90855,1885086,1616845,"15326","4072","6801","101165","212410",72168,217748,"72518","32621",128989,61562,71504,15608,89455,46115,210112,35412,"120475","102784",268241,18039,13011,237191,66567,170624,1,1978
