Data Collection on Fixed Factors and Adoption Drivers,,,,,,,,,,,,,
Fellow: Jaros,,,,,,,,,,,,,
Local Area Unemployment Statistics - LAUS,,,,,,,,,,,,,
,,,,,,,,,,,,,
State/Region/Division:,States,,,,,,,,,,,,
Area: ,Statewide,,,,,,,,,,,,
Measure:,05 Employment,,,,,,,,,,,,
Seasonal:,Seasonally Adjusted,,,,,,,,,,,,
Code:,LAST0XXXXXXXXXXXXXX,,,,,,,,,,,,
Reference Link:,https://www.bls.gov/lau/data.htm,,,,,,,,,,,,
,,,,,,,,,,,,,
State,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Illinois,1999,6118073,6128181,6136719,6144456,6151593,6159270,6167893,6177492,6188642,6200282,6211787,6222292
Illinois,2000,6230029,6232842,6229841,6222045,6212129,6202124,6192899,6184674,6177019,6170288,6163734,6156594
Illinois,2001,6149528,6143757,6138799,6132581,6124603,6114396,6102696,6088602,6072352,6055451,6038336,6021371
Illinois,2002,6004299,5986050,5966808,5948748,5932726,5919606,5909149,5901203,5894551,5887304,5880458,5874784
Illinois,2003,5871432,5872062,5876002,5879896,5881180,5880253,5878575,5877789,5879907,5885694,5894019,5903406
Illinois,2004,5911934,5918384,5923485,5928746,5935093,5942128,5949158,5956290,5963131,5969157,5974510,5980003
Illinois,2005,5986076,5992109,5998477,6005964,6014888,6025042,6035151,6043936,6051882,6060775,6071313,6083640
Illinois,2006,6098476,6115876,6134772,6153771,6172914,6191798,6211158,6230580,6247410,6260120,6267878,6269892
Illinois,2007,6267216,6263381,6260961,6261671,6265745,6272247,6279519,6285942,6291435,6295558,6299204,6302948
Illinois,2008,6304042,6299268,6287020,6267493,6242012,6213325,6184438,6157866,6133593,6109035,6080986,6048890
Illinois,2009,6015462,5985168,5962229,5947266,5936796,5927132,5914075,5895746,5874647,5855953,5845346,5846017
Illinois,2010,5856888,5872241,5887055,5899650,5909735,5916757,5922390,5928765,5935043,5940283,5943218,5943061
Illinois,2011,5941003,5937919,5933555,5928066,5923332,5921219,5922745,5927852,5937154,5950008,5963865,5976241
Illinois,2012,5985635,5992425,5996326,5997344,5998353,6001715,6008079,6016420,6023928,6026792,6023275,6014345
Illinois,2013,6002440,5991044,5983971,5983289,5986162,5989341,5990759,5990253,5989730,5992033,5999428,6011225
Illinois,2014,6025527,6040678,6054387,6064518,6072227,6080396,6089960,6100678,6111355,6120228,6125844,6129160
Illinois,2015,6132193,6135825,6141482,6149640,6158683,6166066,6171075,6174592,6178507,6185365,6196100,6208945
Illinois,2016,6221167,6230715,6236786,6239060,6238066,6234833,6230521,6225784,6220926,6216550,6213500,6212838
Illinois,2017,6214763,6218512,6221979,6224830,6227404,6229491,6231582,6233762,6235808,6238406,6241805,6246895
Illinois,2018,6253124,6260549,6268079,6273427,6275203,6274294,6271554,6268612,6266912,6266596,6267716,6270288
Illinois,2019,6273794,6277875,6282502,6287948,6292513,6294604,6293694,6290401,6287024,6283626,6279403,6271187
Illinois,2020,6259112,6244925,6108846,5113022,5363986,5462469,5566545,5645050,5714092,5755856,5785874,5807529
Illinois,2021,5825214,5843044,5864986,5888093,5911993,5933569,5953599,5977901,6006961,6043877,6080221,6112255
Illinois,2022,6135843,6151230,6159784,6165340,6166930,6166857,6163566,6157064,6150214,6145864,6146202,6152038
Illinois,2023,6162312,6173925,6184410,6192457,6197932,6202846,6208911,6216213,6224045,6231353,6237538,6244116
Illinois,2024,6250521,6258002,6265872,6274246,6283543,6292044,6299853,6307785,6315540,6322310,6324758,6325881
Illinois,2025,6328560,6321422,6314765,6311939,6304543,6304483,6297899,0,0,0,0,0
Indiana,1975,0,0,0,0,0,0,0,0,0,0,0,0
Indiana,1976,2266110,2264847,2265943,2273744,2284714,2296418,2305651,2310665,2312229,2310748,2307962,2306275
Indiana,1977,2307894,2313124,2320474,2328194,2334558,2339395,2343472,2348061,2354682,2363180,2372452,2381408
Indiana,1978,2389631,2397446,2406255,2417035,2429632,2442431,2453509,2461787,2466948,2470546,2473545,2475930
Indiana,1979,2477455,2477680,2475842,2471806,2466692,2461799,2458144,2455665,2453655,2451313,2447748,2441511
Indiana,1980,2431434,2417597,2400549,2381847,2363855,2349386,2340426,2337845,2340656,2346268,2353203,2361076
Indiana,1981,2368386,2373444,2376615,2377851,2376497,2372552,2366096,2357124,2346419,2334930,2322615,2310596
Indiana,1982,2301233,2295580,2292537,2291016,2290344,2289065,2286526,2283039,2278845,2274616,2270900,2266779
Indiana,1983,2261654,2256929,2254206,2255021,2260072,2269318,2281469,2294054,2305491,2314859,2322325,2329531
Indiana,1984,2338390,2349544,2362206,2374317,2383575,2388805,2390537,2390772,2391240,2393990,2401068,2412482
Indiana,1985,2425750,2437574,2446207,2451499,2454487,2456818,2459703,2464259,2471158,2479712,2487877,2493626
Indiana,1986,2496551,2498004,2499568,2502309,2506721,2512602,2519275,2525213,2528624,2528741,2526152,2523390
Indiana,1987,2522318,2522870,2524350,2526425,2528756,2530710,2532167,2533886,2537128,2541849,2547463,2552864
Indiana,1988,2557571,2562175,2567085,2572385,2578370,2585662,2594398,2604098,2614187,2624524,2634936,2644639
Indiana,1989,2653470,2661202,2667970,2673365,2676483,2676849,2674356,2669769,2664784,2661560,2660489,2660847
Indiana,1990,2661226,2660426,2657974,2654491,2651790,2650751,2652032,2655071,2657524,2657023,2653716,2649106
Indiana,1991,2644305,2640567,2638259,2637507,2637775,2638732,2639520,2639794,2640428,2641964,2644420,2647635
Indiana,1992,2651968,2657710,2665098,2673426,2681369,2687964,2692938,2696532,2699020,2701628,2705724,2712243
Indiana,1993,2721702,2734132,2749593,2767062,2784562,2800370,2813515,2823852,2832357,2840019,2846993,2853910
Indiana,1994,2861124,2867551,2872150,2876077,2881377,2889202,2900405,2915312,2933101,2951864,2969545,2983318
Indiana,1995,2990950,2992805,2990551,2986215,2982564,2981403,2982414,2983457,2982521,2979063,2973683,2968057
Indiana,1996,2964380,2963765,2965851,2969325,2972893,2976070,2978903,2981598,2983969,2985555,2986736,2988264
Indiana,1997,2990541,2994237,2999928,3006882,3013146,3017384,3019377,3019627,3019056,3018431,3018223,3018830
Indiana,1998,3020179,3021739,3022678,3023038,3023106,3023188,3023847,3025991,3029628,3034087,3037934,3039796
Indiana,1999,3039479,3037444,3034569,3031270,3028010,3025381,3023553,3022864,3023839,3026417,3030230,3034405
Indiana,2000,3037480,3038427,3037353,3035415,3033567,3031652,3029948,3028754,3027961,3027874,3028540,3029575
Indiana,2001,3030326,3030133,3028268,3024484,3019626,3014953,3011045,3007287,3003728,3000428,2997021,2994058
Indiana,2002,2992380,2992248,2993479,2996323,3000524,3005166,3008937,3011426,3012627,3012780,3012907,3013384
Indiana,2003,3014630,3016804,3019488,3021280,3021222,3020096,3018823,3017718,3016610,3015189,3013502,3011382
Indiana,2004,3008481,3005413,3003178,3002087,3002009,3002116,3001973,3001339,3000242,2999025,2998369,2999699
Indiana,2005,3003599,3009285,3015980,3023469,3031359,3038841,3044895,3049589,3053979,3059014,3064601,3069947
Indiana,2006,3074948,3079354,3082397,3083473,3082956,3081851,3081798,3083482,3085730,3088002,3089692,3089401
Indiana,2007,3086205,3080653,3073745,3066775,3060592,3055986,3053698,3054140,3057721,3063191,3069101,3074926
Indiana,2008,3079431,3081734,3082296,3081727,3080737,3079614,3077308,3071961,3061767,3045845,3024503,2999389
Indiana,2009,2973744,2950591,2931605,2917306,2906196,2896330,2886272,2875689,2865264,2855821,2848864,2845501
Indiana,2010,2845521,2848011,2852370,2857369,2861935,2864974,2865922,2865663,2865282,2866456,2869945,2875791
Indiana,2011,2883568,2891838,2898475,2902491,2904417,2905303,2906561,2908927,2912802,2918082,2923343,2926949
Indiana,2012,2928022,2926419,2922034,2915891,2910304,2907167,2906925,2908810,2911818,2914496,2916420,2917740
Indiana,2013,2918799,2920627,2924773,2931926,2940477,2949434,2959050,2968917,2978111,2986316,2993901,3001054
Indiana,2014,3008092,3015016,3021576,3027027,3032040,3037195,3041919,3046831,3052553,3058464,3063523,3067739
Indiana,2015,3071983,3076931,3083199,3090897,3099232,3107195,3114746,3122057,3129795,3139115,3150054,3161388
Indiana,2016,3171242,3178692,3183899,3187529,3190354,3192693,3194231,3194525,3193177,3190501,3188213,3188136
Indiana,2017,3191170,3197036,3203831,3210283,3215339,3218268,3219617,3220049,3220211,3221467,3224313,3229529
Indiana,2018,3237478,3248071,3259971,3270547,3277544,3280390,3279240,3275860,3272451,3270499,3271047,3273416
Indiana,2019,3275740,3276633,3275780,3274295,3273083,3273055,3274935,3278571,3284059,3289206,3291062,3287554
Indiana,2020,3278737,3265422,3184139,2669400,2875421,2950669,3022835,3081133,3128860,3159467,3177280,3184497
Indiana,2021,3185933,3186718,3189806,3193990,3197729,3199504,3200154,3201278,3204804,3212893,3224968,3239450
Indiana,2022,3253419,3264724,3272554,3277733,3280828,3281678,3280505,3278237,3275780,3274244,3274872,3278111
Indiana,2023,3283362,3289515,3294683,3297605,3297669,3296223,3294580,3293410,3292924,3292275,3291171,3290231
Indiana,2024,3290182,3291206,3293520,3297706,3304050,3311196,3317747,3322893,3326307,3327800,3326924,3326136
Indiana,2025,3332516,3338039,3343008,3349779,3357022,3365276,3365150,0,0,0,0,0
Iowa,1975,0,0,0,0,0,0,0,0,0,0,0,0
Iowa,1976,1271761,1271348,1271615,1274056,1277434,1280896,1283900,1286630,1289878,1293825,1298613,1304178
Iowa,1977,1310207,1315914,1320191,1322776,1324684,1327199,1330469,1334490,1338941,1342899,1345377,1346017
Iowa,1978,1345971,1346710,1349486,1354578,1361004,1367106,1371533,1373011,1371139,1367140,1362575,1358652
Iowa,1979,1356205,1355500,1356214,1357679,1359527,1361380,1363201,1365241,1367780,1370831,1374289,1377301
Iowa,1980,1378105,1375725,1369848,1360404,1348379,1335996,1325581,1319120,1317196,1318985,1323263,1328823
Iowa,1981,1334074,1337453,1338601,1338103,1336492,1334195,1331429,1327938,1323795,1318883,1312565,1305314
Iowa,1982,1298535,1293079,1289349,1287591,1287327,1287543,1287474,1286360,1283649,1279705,1275530,1271393
Iowa,1983,1267794,1265985,1266335,1268921,1273884,1280617,1287941,1294706,1300104,1303650,1305227,1305414
Iowa,1984,1305021,1304625,1304768,1305272,1305287,1304530,1302878,1300496,1297542,1294427,1292027,1290988
Iowa,1985,1291078,1291514,1291577,1291181,1290623,1290124,1289833,1290348,1292102,1294836,1297784,1300222
Iowa,1986,1302087,1303715,1305420,1307148,1308905,1310947,1313405,1315845,1318171,1320976,1324319,1328193
Iowa,1987,1332001,1335059,1337158,1338288,1338816,1339075,1339724,1341410,1344177,1347339,1350838,1354521
Iowa,1988,1358385,1362512,1366318,1369625,1372473,1375037,1377456,1379994,1382998,1386581,1390241,1393153
Iowa,1989,1394909,1395185,1394518,1393290,1391665,1390067,1388891,1388132,1387606,1387365,1387212,1387094
Iowa,1990,1386882,1386663,1386664,1387259,1388858,1391129,1393547,1395672,1396990,1397101,1396587,1396273
Iowa,1991,1396605,1398067,1400575,1403885,1407598,1411257,1414362,1416754,1418761,1420817,1423299,1426454
Iowa,1992,1430354,1434594,1438785,1442415,1444944,1446583,1447868,1449278,1451235,1453978,1457065,1460219
Iowa,1993,1463676,1467449,1471510,1475851,1480395,1484729,1488442,1491371,1493499,1494808,1495540,1496093
Iowa,1994,1496916,1498517,1501062,1504486,1508344,1512125,1515538,1518332,1520734,1523421,1526735,1529825
Iowa,1995,1531539,1531456,1529869,1527568,1525860,1525777,1527583,1531011,1534976,1538327,1540710,1542625
Iowa,1996,1544504,1546303,1548188,1550109,1551928,1553686,1555369,1556801,1557595,1557378,1555956,1553875
Iowa,1997,1552022,1551167,1551384,1552223,1553066,1553260,1552641,1551490,1550547,1550189,1550207,1550322
Iowa,1998,1550330,1550172,1549671,1549157,1548876,1548848,1549101,1549495,1549811,1550001,1550247,1550483
Iowa,1999,1550880,1551743,1553076,1554278,1554670,1554054,1552681,1551151,1550077,1550125,1551619,1553806
Iowa,2000,1555333,1555261,1553844,1551754,1549833,1548922,1549367,1551231,1554123,1557033,1559083,1560287
Iowa,2001,1560929,1561146,1561024,1561068,1561548,1561858,1561467,1560038,1557899,1555891,1554622,1554788
Iowa,2002,1556811,1560304,1564104,1567319,1569616,1571102,1571726,1571400,1570102,1567891,1564929,1560979
Iowa,2003,1556124,1550860,1545634,1540501,1535876,1532733,1531534,1532215,1534272,1536661,1538554,1539417
Iowa,2004,1538948,1537641,1536654,1536527,1536950,1537400,1537850,1538099,1537983,1537970,1538735,1540752
Iowa,2005,1543970,1547793,1551760,1555891,1560221,1564205,1567242,1569351,1571026,1572748,1575012,1578326
Iowa,2006,1583062,1588679,1593926,1597863,1600243,1601360,1602110,1603322,1605106,1607224,1608946,1609387
Iowa,2007,1608415,1606781,1605263,1604315,1603958,1604280,1605085,1606199,1607803,1609841,1612176,1614737
Iowa,2008,1616872,1618204,1618977,1619570,1620497,1621892,1623399,1624309,1623733,1621166,1616390,1609624
Iowa,2009,1601653,1593597,1586645,1581675,1578505,1576584,1575034,1573124,1570698,1567968,1565929,1565632
Iowa,2010,1567583,1571168,1574956,1577448,1578079,1576967,1575022,1573520,1573185,1574257,1576284,1578486
Iowa,2011,1580036,1580466,1579788,1578363,1576712,1575356,1574728,1574950,1575880,1577222,1578456,1579131
Iowa,2012,1579347,1579207,1578518,1577203,1575723,1574835,1575008,1576160,1578033,1580106,1581630,1582360
Iowa,2013,1582401,1582646,1584591,1589228,1595602,1601939,1607033,1610247,1611489,1611360,1611207,1612164
Iowa,2014,1614779,1618583,1622319,1625206,1627600,1629976,1632044,1633982,1636092,1638319,1640254,1641501
Iowa,2015,1641989,1642043,1642145,1642018,1641329,1640132,1638912,1638194,1638374,1639918,1642944,1646902
Iowa,2016,1650457,1652390,1652356,1651013,1649326,1647879,1646936,1646026,1644548,1642192,1639313,1636673
Iowa,2017,1635216,1635408,1636792,1638792,1640676,1641771,1641910,1641271,1640300,1639620,1639458,1640345
Iowa,2018,1642992,1647615,1653481,1659036,1663031,1665279,1666117,1666367,1666842,1668040,1670268,1673437
Iowa,2019,1676788,1679914,1682870,1685909,1688801,1691231,1693007,1694175,1695293,1695854,1694898,1691055
Iowa,2020,1683935,1674165,1663583,1500822,1513731,1520822,1534034,1547511,1561403,1572042,1580313,1585106
Iowa,2021,1588156,1590521,1594478,1599424,1604900,1610575,1615215,1619020,1621870,1626359,1631346,1637365
Iowa,2022,1643754,1649840,1654097,1656487,1656932,1656469,1655286,1654194,1653609,1653824,1654670,1656178
Iowa,2023,1658276,1660553,1662775,1664343,1664729,1664256,1663449,1662416,1661023,1659997,1659256,1659220
Iowa,2024,1659706,1660627,1661599,1662644,1663425,1663021,1661565,1660256,1659677,1659847,1660628,1661351
Iowa,2025,1664229,1663602,1664136,1667047,1669116,1672016,1672566,0,0,0,0,0
Kansas,1975,0,0,0,0,0,0,0,0,0,0,0,0
Kansas,1976,1021475,1020934,1021134,1023588,1027250,1031619,1035788,1039120,1041807,1043934,1045818,1047863
Kansas,1977,1050390,1053448,1056698,1059881,1062827,1065441,1068050,1070962,1074149,1077235,1079977,1082447
Kansas,1978,1085078,1088109,1091470,1094941,1098273,1101260,1103693,1105691,1107768,1110539,1113993,1117339
Kansas,1979,1119735,1120976,1121270,1121071,1121100,1121797,1123492,1126118,1129105,1131727,1133465,1134107
Kansas,1980,1133587,1132081,1130060,1128043,1126356,1125282,1124633,1124130,1123750,1123532,1123781,1125004
Kansas,1981,1127082,1129423,1131654,1133202,1133420,1132301,1130144,1127335,1124210,1121139,1118315,1115992
Kansas,1982,1114536,1113848,1113317,1112764,1112427,1112247,1112191,1112342,1112672,1112977,1112959,1112204
Kansas,1983,1110802,1109542,1109195,1110186,1112309,1115009,1117778,1119926,1121084,1121418,1121373,1121618
Kansas,1984,1122757,1124882,1127652,1130455,1132859,1134600,1135597,1136195,1136939,1138493,1141331,1145209
Kansas,1985,1149163,1152247,1153933,1154183,1153450,1152496,1151934,1152242,1153369,1154686,1155651,1156051
Kansas,1986,1156084,1156254,1156922,1158316,1160369,1162998,1166115,1169367,1172375,1174847,1176452,1177401
Kansas,1987,1178072,1178641,1179470,1180725,1182268,1183739,1184805,1185471,1186127,1187067,1188408,1189774
Kansas,1988,1190768,1191356,1191609,1191748,1192137,1193050,1194401,1195903,1197261,1198381,1199328,1200168
Kansas,1989,1200910,1201357,1201500,1201371,1201052,1200702,1200586,1200823,1201308,1202085,1203065,1204278
Kansas,1990,1205968,1208161,1210521,1212718,1214650,1216143,1217176,1217790,1218039,1217983,1218036,1218439
Kansas,1991,1219069,1220013,1221132,1222198,1223096,1223893,1224766,1226056,1227996,1230442,1233190,1236022
Kansas,1992,1238713,1241093,1243434,1245872,1248112,1249954,1251346,1252237,1252623,1252707,1252425,1251912
Kansas,1993,1251639,1251920,1252899,1254721,1257235,1259976,1262345,1264088,1265417,1266567,1267689,1269108
Kansas,1994,1270890,1272709,1274246,1275346,1276201,1277200,1278561,1280281,1282266,1284486,1286939,1289126
Kansas,1995,1290524,1291278,1291622,1291847,1292414,1293513,1295186,1297092,1298758,1299924,1300576,1300900
Kansas,1996,1301345,1302225,1303609,1305370,1307342,1309421,1311583,1313815,1315831,1317287,1318289,1319220
Kansas,1997,1320310,1321659,1323533,1325901,1328222,1330108,1331515,1332527,1333423,1334361,1335303,1336401
Kansas,1998,1337739,1339232,1340651,1342126,1343947,1346115,1348420,1350831,1353301,1355748,1357760,1358863
Kansas,1999,1359035,1358564,1357804,1357032,1356499,1356478,1356899,1357538,1358156,1358478,1358622,1358646
Kansas,2000,1358505,1358137,1357387,1356038,1353980,1351303,1348477,1346124,1344654,1344346,1344960,1345874
Kansas,2001,1346355,1345979,1344778,1342972,1341079,1339387,1338153,1337201,1336431,1335921,1335720,1336137
Kansas,2002,1337329,1339098,1341192,1343671,1346480,1349464,1352161,1354335,1355987,1357015,1357695,1358201
Kansas,2003,1358790,1359723,1360849,1361688,1361890,1361803,1361999,1362865,1364553,1366945,1369678,1372380
Kansas,2004,1374711,1376522,1378093,1379735,1381514,1383191,1384484,1385245,1385414,1385206,1384885,1384712
Kansas,2005,1384872,1385357,1386129,1387139,1388403,1389717,1390898,1391889,1392663,1393258,1393787,1394485
Kansas,2006,1395531,1396876,1398346,1399835,1401397,1403065,1404976,1407161,1409539,1412063,1414488,1416314
Kansas,2007,1417344,1417831,1417955,1417941,1418027,1418420,1419105,1419959,1420894,1421631,1422145,1422639
Kansas,2008,1423157,1423758,1424469,1425079,1425361,1425361,1425270,1425196,1425022,1424518,1423496,1421966
Kansas,2009,1420022,1417920,1416162,1415037,1414203,1413136,1411303,1408557,1405282,1402005,1399243,1397280
Kansas,2010,1396260,1395850,1395688,1395725,1395980,1396251,1396388,1396415,1396289,1396308,1396667,1397477
Kansas,2011,1398631,1399822,1400750,1401170,1401265,1401481,1402172,1403355,1404834,1406213,1406994,1406954
Kansas,2012,1406357,1405646,1404887,1404220,1404060,1404603,1405832,1407462,1409086,1410193,1410715,1410782
Kansas,2013,1410467,1410194,1410459,1411455,1412601,1413342,1413531,1413437,1413544,1414326,1416013,1418479
Kansas,2014,1421529,1424666,1427342,1429068,1429990,1430633,1431191,1431810,1432498,1433168,1433530,1433474
Kansas,2015,1433010,1432269,1431738,1431866,1432655,1433791,1435120,1436586,1438185,1439859,1441430,1442672
Kansas,2016,1443453,1443626,1442998,1441554,1439612,1437546,1435677,1434105,1432800,1431927,1431725,1432170
Kansas,2017,1432993,1434129,1435375,1436627,1437808,1438671,1438974,1438552,1437460,1435980,1434554,1433981
Kansas,2018,1434730,1436771,1439529,1442082,1443647,1444101,1443752,1443209,1442961,1443269,1444047,1445061
Kansas,2019,1446098,1447176,1448323,1449725,1451356,1453245,1455331,1457440,1459804,1462039,1463697,1463792
Kansas,2020,1461816,1458043,1453873,1308191,1360049,1379158,1397670,1412936,1425118,1433041,1437617,1439746
Kansas,2021,1441139,1442468,1444171,1445967,1447668,1448887,1449707,1450497,1451663,1453600,1456117,1459008
Kansas,2022,1461959,1464622,1466473,1467353,1467441,1466949,1466175,1465710,1465927,1467022,1468987,1471600
Kansas,2023,1474317,1476900,1479138,1480849,1481762,1482163,1482307,1482244,1482166,1482038,1481955,1482045
Kansas,2024,1482425,1483238,1484509,1486282,1488556,1490890,1492907,1494465,1495471,1495951,1495786,1495584
Kansas,2025,1496417,1496867,1495639,1495344,1493710,1494655,1494307,0,0,0,0,0
Kentucky,1975,0,0,0,0,0,0,0,0,0,0,0,0
Kentucky,1976,1403925,1403524,1403888,1406066,1409052,1412026,1414151,1415682,1417422,1419629,1422783,1427326
Kentucky,1977,1433442,1440587,1447462,1453401,1458352,1462802,1467149,1471184,1475038,1478947,1482622,1485464
Kentucky,1978,1487629,1489491,1491451,1493501,1495382,1496979,1498429,1499822,1500829,1501355,1501755,1502203
Kentucky,1979,1502612,1503599,1505985,1509937,1515309,1521073,1526431,1531240,1535303,1538206,1539548,1539446
Kentucky,1980,1538016,1535142,1531135,1526927,1523237,1520840,1520038,1520541,1522183,1524846,1528433,1532589
Kentucky,1981,1536485,1539050,1539441,1537326,1533046,1527393,1520853,1514084,1507861,1502476,1497773,1494256
Kentucky,1982,1492684,1492965,1494408,1496294,1498181,1499803,1501060,1501556,1500791,1498997,1496739,1493646
Kentucky,1983,1489742,1486518,1485098,1485943,1488877,1493311,1498944,1505484,1512493,1519249,1525002,1529783
Kentucky,1984,1534003,1537574,1540529,1542853,1544523,1545635,1546171,1546155,1545715,1545432,1546057,1547473
Kentucky,1985,1548462,1547955,1545807,1542581,1539081,1536053,1533963,1533170,1533533,1534169,1534153,1533493
Kentucky,1986,1533162,1533998,1535987,1538797,1541759,1544049,1544887,1543990,1541835,1539453,1537752,1537521
Kentucky,1987,1538722,1541000,1544002,1546929,1549240,1550907,1552374,1554251,1557020,1560337,1563637,1566191
Kentucky,1988,1567689,1568081,1567487,1566863,1567294,1569304,1572593,1576430,1580460,1584794,1589339,1593516
Kentucky,1989,1597197,1600492,1603838,1607163,1610293,1613617,1617708,1622721,1627932,1633073,1637959,1642441
Kentucky,1990,1646080,1648530,1649795,1650068,1649834,1649053,1647804,1646211,1644241,1641582,1638597,1636118
Kentucky,1991,1634521,1633989,1633865,1633653,1633068,1632080,1630719,1629331,1628576,1628444,1628844,1629790
Kentucky,1992,1631536,1634301,1638548,1644215,1650380,1656134,1660925,1664400,1666796,1669227,1671996,1674834
Kentucky,1993,1677764,1680667,1683401,1685877,1687886,1689378,1690324,1690978,1691474,1691878,1692691,1694883
Kentucky,1994,1698637,1703359,1708422,1713596,1719202,1725381,1732115,1739225,1746435,1753264,1759093,1762891
Kentucky,1995,1764239,1763802,1762086,1759490,1756648,1754259,1752662,1751598,1750749,1749955,1749143,1748265
Kentucky,1996,1747650,1747884,1749889,1753963,1759891,1766974,1774302,1781058,1786243,1789360,1790957,1792200
Kentucky,1997,1793751,1795841,1798458,1801416,1804139,1806444,1808826,1811627,1815091,1819005,1822812,1826222
Kentucky,1998,1828954,1830618,1831175,1831371,1831743,1832277,1832847,1833833,1835457,1837613,1839893,1841955
Kentucky,1999,1844109,1846726,1849623,1852275,1854562,1856650,1858364,1859592,1860682,1862166,1864576,1867717
Kentucky,2000,1870784,1873136,1874599,1875125,1874750,1873597,1872146,1871273,1871416,1872429,1873587,1874170
Kentucky,2001,1873489,1871073,1866898,1861415,1855538,1849952,1845168,1840729,1836478,1832773,1829681,1827412
Kentucky,2002,1826235,1826044,1826374,1827130,1828382,1830241,1832245,1833924,1835015,1835319,1835287,1835131
Kentucky,2003,1835138,1835723,1836922,1838265,1839317,1840216,1841547,1843861,1846961,1850212,1853126,1855379
Kentucky,2004,1856835,1857877,1859017,1860384,1861618,1862441,1862577,1861852,1860647,1859453,1858590,1858494
Kentucky,2005,1859268,1860579,1862582,1865447,1868960,1872403,1874944,1876225,1876314,1876155,1876655,1878338
Kentucky,2006,1881547,1885889,1890477,1894726,1898808,1902917,1907740,1913692,1920264,1926525,1931581,1934708
Kentucky,2007,1935599,1934678,1932311,1929065,1925528,1922400,1919889,1918074,1917364,1917295,1917232,1916938
Kentucky,2008,1916147,1914913,1913645,1912357,1910908,1909274,1907221,1904223,1899641,1893413,1885706,1876810
Kentucky,2009,1867451,1858766,1851816,1847035,1843737,1840960,1838101,1835050,1832139,1830036,1829676,1831432
Kentucky,2010,1834925,1839035,1842867,1846276,1849529,1852442,1854833,1856876,1858549,1860052,1861582,1863433
Kentucky,2011,1865759,1868023,1869453,1869535,1868433,1867065,1866460,1867076,1869061,1871863,1874456,1876289
Kentucky,2012,1877642,1879222,1881333,1883869,1887125,1891173,1895866,1900752,1905187,1908468,1910360,1910757
Kentucky,2013,1909454,1906982,1904491,1903165,1902556,1901688,1899906,1897053,1893465,1889772,1886636,1884460
Kentucky,2014,1883620,1883906,1884413,1884075,1883103,1882294,1881617,1881157,1880964,1881027,1881094,1881036
Kentucky,2015,1880712,1879944,1878941,1877847,1876487,1874754,1873354,1872988,1874199,1877123,1881277,1885936
Kentucky,2016,1890455,1894518,1898334,1902132,1906233,1910657,1915027,1918757,1921545,1923748,1926267,1929700
Kentucky,2017,1934018,1938738,1942832,1946115,1948682,1950407,1951628,1952608,1953321,1953757,1953967,1954328
Kentucky,2018,1955398,1957843,1961267,1964210,1965390,1964898,1963079,1960799,1959052,1958534,1959264,1961076
Kentucky,2019,1963434,1965904,1968564,1971770,1975451,1979203,1982762,1985945,1988909,1990969,1991284,1988593
Kentucky,2020,1982555,1973837,1964589,1697831,1790136,1822354,1852225,1874051,1890728,1899849,1904264,1906458
Kentucky,2021,1908313,1911268,1915426,1919239,1922328,1924642,1927578,1932300,1938651,1946296,1953879,1960135
Kentucky,2022,1964448,1966790,1967334,1967012,1966472,1965417,1963394,1960993,1959079,1958045,1958230,1959793
Kentucky,2023,1962266,1965099,1967506,1968777,1968785,1968389,1968143,1968132,1968629,1969725,1971323,1973228
Kentucky,2024,1975318,1977656,1980340,1983485,1986879,1989874,1992099,1993425,1993812,1993556,1993031,1992827
Kentucky,2025,1997036,2003444,2006468,2009107,2013382,2015943,2014917,0,0,0,0,0
Louisiana,1975,0,0,0,0,0,0,0,0,0,0,0,0
Louisiana,1976,1422795,1422409,1422210,1423368,1425478,1428409,1431605,1434489,1437013,1439081,1441103,1444011
Louisiana,1977,1448836,1455962,1464904,1474720,1484123,1492329,1498965,1504400,1509295,1514159,1519270,1524439
Louisiana,1978,1529502,1534234,1538783,1543276,1547721,1551951,1555865,1559567,1563459,1568078,1573368,1578764
Louisiana,1979,1583691,1587730,1590573,1592519,1594555,1597464,1601998,1608116,1614924,1621492,1627197,1631383
Louisiana,1980,1633589,1634217,1634262,1634605,1635912,1638585,1642379,1646949,1652048,1657032,1661721,1666705
Louisiana,1981,1672004,1676864,1680661,1682928,1683693,1683470,1682659,1681295,1679406,1677282,1674814,1672210
Louisiana,1982,1670217,1669150,1668702,1668437,1667425,1664953,1661206,1656918,1652852,1649435,1646992,1645122
Louisiana,1983,1643522,1642913,1643849,1646775,1651927,1658991,1667223,1675504,1682901,1688992,1693750,1697616
Louisiana,1984,1701415,1705481,1709841,1713992,1717140,1718638,1717996,1715511,1712031,1708879,1707445,1708219
Louisiana,1985,1710342,1712341,1713242,1712923,1711982,1711104,1710925,1712073,1714216,1716404,1717383,1716293
Louisiana,1986,1713061,1708358,1702869,1697249,1692197,1688398,1686102,1684771,1683878,1682927,1681371,1679720
Louisiana,1987,1678519,1678133,1678907,1680614,1682514,1683950,1684487,1684182,1683704,1683495,1683985,1684747
Louisiana,1988,1685154,1685077,1684307,1683033,1681795,1680962,1680767,1681182,1681923,1682900,1684192,1685848
