"state","year","sales"
"South Dakota",1998,NA
"South Dakota",1999,NA
"South Dakota",2000,NA
"South Dakota",2001,NA
"South Dakota",2002,NA
"South Dakota",2003,NA
"South Dakota",2004,NA
"South Dakota",2005,NA
"South Dakota",2006,NA
"South Dakota",2007,NA
"South Dakota",2008,NA
"South Dakota",2009,NA
"South Dakota",2010,NA
"South Dakota",2011,NA
"South Dakota",2012,NA
"Tennessee",1985,33.34
"Tennessee",1986,33.34
"Tennessee",1987,33.34
"Tennessee",1988,33.34
"Tennessee",1989,33.34
"Tennessee",1990,33.34
"Tennessee",1991,33.34
"Tennessee",1992,33.34
"Tennessee",1993,33.34
"Tennessee",1994,33.34
"Tennessee",1995,33.34
"Tennessee",1996,33.34
"Tennessee",1997,50
"Tennessee",1998,50
"Tennessee",1999,50
"Tennessee",2000,50
"Tennessee",2001,50
"Tennessee",2002,50
"Tennessee",2003,50
"Tennessee",2004,50
"Tennessee",2005,50
"Tennessee",2006,50
"Tennessee",2007,50
"Tennessee",2008,50
"Tennessee",2009,50
"Tennessee",2010,50
"Tennessee",2011,50
"Tennessee",2012,50
"Texas",1985,100
"Texas",1986,100
"Texas",1987,100
"Texas",1988,100
"Texas",1989,100
"Texas",1990,100
"Texas",1991,100
"Texas",1992,100
"Texas",1993,100
"Texas",1994,100
"Texas",1995,100
"Texas",1996,100
"Texas",1997,100
"Texas",1998,100
"Texas",1999,100
"Texas",2000,100
"Texas",2001,100
"Texas",2002,100
"Texas",2003,100
"Texas",2004,100
"Texas",2005,100
"Texas",2006,100
"Texas",2007,100
"Texas",2008,100
"Texas",2009,100
"Texas",2010,100
"Texas",2011,100
"Texas",2012,100
"Utah",1985,33.34
"Utah",1986,33.34
"Utah",1987,33.34
"Utah",1988,33.34
"Utah",1989,33.34
"Utah",1990,33.34
"Utah",1991,33.34
"Utah",1992,33.34
"Utah",1993,33.34
"Utah",1994,33.34
"Utah",1995,33.34
"Utah",1996,33.34
"Utah",1997,33.34
"Utah",1998,33.34
"Utah",1999,33.34
"Utah",2000,33.34
"Utah",2001,33.34
"Utah",2002,33.34
"Utah",2003,33.34
"Utah",2004,33.34
"Utah",2005,33.34
"Utah",2006,50
"Utah",2007,50
"Utah",2008,50
"Utah",2009,50
"Utah",2010,50
"Utah",2011,66.66
"Utah",2012,83.34
"Virginia",1985,33.34
"Virginia",1986,33.34
"Virginia",1987,33.34
"Virginia",1988,33.34
"Virginia",1989,33.34
"Virginia",1990,33.34
"Virginia",1991,33.34
"Virginia",1992,33.34
"Virginia",1993,33.34
"Virginia",1994,33.34
"Virginia",1995,33.34
"Virginia",1996,33.34
"Virginia",1997,33.34
"Virginia",1998,33.34
"Virginia",1999,33.34
"Virginia",2000,50
"Virginia",2001,50
"Virginia",2002,50
"Virginia",2003,50
"Virginia",2004,50
"Virginia",2005,50
"Virginia",2006,50
"Virginia",2007,50
"Virginia",2008,50
"Virginia",2009,50
"Virginia",2010,50
"Virginia",2011,50
"Virginia",2012,50
"Vermont",1985,33.34
"Vermont",1986,33.34
"Vermont",1987,33.34
"Vermont",1988,33.34
"Vermont",1989,33.34
"Vermont",1990,33.34
"Vermont",1991,33.34
"Vermont",1992,33.34
"Vermont",1993,33.34
"Vermont",1994,33.34
"Vermont",1995,33.34
"Vermont",1996,33.34
"Vermont",1997,33.34
"Vermont",1998,33.34
"Vermont",1999,33.34
"Vermont",2000,33.34
"Vermont",2001,33.34
"Vermont",2002,33.34
"Vermont",2003,33.34
"Vermont",2004,33.34
"Vermont",2005,33.34
"Vermont",2006,50
"Vermont",2007,50
"Vermont",2008,50
"Vermont",2009,50
"Vermont",2010,50
"Vermont",2011,50
"Vermont",2012,50
"Washington",1985,NA
"Washington",1986,NA
"Washington",1987,NA
"Washington",1988,NA
"Washington",1989,NA
"Washington",1990,NA
"Washington",1991,NA
"Washington",1992,NA
"Washington",1993,NA
"Washington",1994,NA
"Washington",1995,NA
"Washington",1996,NA
"Washington",1997,NA
"Washington",1998,NA
"Washington",1999,NA
"Washington",2000,NA
"Washington",2001,NA
"Washington",2002,NA
"Washington",2003,NA
"Washington",2004,NA
"Washington",2005,NA
"Washington",2006,NA
"Washington",2007,NA
"Washington",2008,NA
"Washington",2009,NA
"Washington",2010,NA
"Washington",2011,NA
"Washington",2012,NA
"Wisconsin",1985,50
"Wisconsin",1986,50
"Wisconsin",1987,50
"Wisconsin",1988,50
"Wisconsin",1989,50
"Wisconsin",1990,50
"Wisconsin",1991,50
"Wisconsin",1992,50
"Wisconsin",1993,50
"Wisconsin",1994,50
"Wisconsin",1995,50
"Wisconsin",1996,50
"Wisconsin",1997,50
"Wisconsin",1998,50
"Wisconsin",1999,50
"Wisconsin",2000,50
"Wisconsin",2001,50
"Wisconsin",2002,50
"Wisconsin",2003,50
"Wisconsin",2004,50
"Wisconsin",2005,50
"Wisconsin",2006,60
"Wisconsin",2007,80
"Wisconsin",2008,90
"Wisconsin",2009,100
"Wisconsin",2010,100
"Wisconsin",2011,100
"Wisconsin",2012,100
"West Virginia",1985,33.34
"West Virginia",1986,50
"West Virginia",1987,50
"West Virginia",1988,50
"West Virginia",1989,50
"West Virginia",1990,50
"West Virginia",1991,50
"West Virginia",1992,50
"West Virginia",1993,50
"West Virginia",1994,50
"West Virginia",1995,50
"West Virginia",1996,50
"West Virginia",1997,50
"West Virginia",1998,50
"West Virginia",1999,50
"West Virginia",2000,50
"West Virginia",2001,50
"West Virginia",2002,50
"West Virginia",2003,50
"West Virginia",2004,50
"West Virginia",2005,50
"West Virginia",2006,50
"West Virginia",2007,50
"West Virginia",2008,50
"West Virginia",2009,50
"West Virginia",2010,50
"West Virginia",2011,50
"West Virginia",2012,50
"Wyoming",1985,NA
"Wyoming",1986,NA
"Wyoming",1987,NA
"Wyoming",1988,NA
"Wyoming",1989,NA
"Wyoming",1990,NA
"Wyoming",1991,NA
"Wyoming",1992,NA
"Wyoming",1993,NA
"Wyoming",1994,NA
"Wyoming",1995,NA
"Wyoming",1996,NA
"Wyoming",1997,NA
"Wyoming",1998,NA
"Wyoming",1999,NA
"Wyoming",2000,NA
"Wyoming",2001,NA
"Wyoming",2002,NA
"Wyoming",2003,NA
"Wyoming",2004,NA
"Wyoming",2005,NA
"Wyoming",2006,NA
"Wyoming",2007,NA
"Wyoming",2008,NA
"Wyoming",2009,NA
"Wyoming",2010,NA
"Wyoming",2011,NA
"Wyoming",2012,NA
