"state","year","sales"
"Washington",2016,NA
"Washington",2017,NA
"Washington",2018,NA
"Washington",2019,NA
"Washington",2020,NA
"Washington",2021,NA
"Washington",2022,NA
"Washington",2023,NA
"West Virginia",1985,33.34
"West Virginia",1986,50
"West Virginia",1987,50
"West Virginia",1988,50
"West Virginia",1989,50
"West Virginia",1990,50
"West Virginia",1991,50
"West Virginia",1992,50
"West Virginia",1993,50
"West Virginia",1994,50
"West Virginia",1995,50
"West Virginia",1996,50
"West Virginia",1997,50
"West Virginia",1998,50
"West Virginia",1999,50
"West Virginia",2000,50
"West Virginia",2001,50
"West Virginia",2002,50
"West Virginia",2003,50
"West Virginia",2004,50
"West Virginia",2005,50
"West Virginia",2006,50
"West Virginia",2007,50
"West Virginia",2008,50
"West Virginia",2009,50
"West Virginia",2010,50
"West Virginia",2011,50
"West Virginia",2012,50
"West Virginia",2013,50
"West Virginia",2014,50
"West Virginia",2015,50
"West Virginia",2016,50
"West Virginia",2017,50
"West Virginia",2018,50
"West Virginia",2019,50
"West Virginia",2020,50
"West Virginia",2021,50
"West Virginia",2022,50
"West Virginia",2023,100
"Wisconsin",1985,50
"Wisconsin",1986,50
"Wisconsin",1987,50
"Wisconsin",1988,50
"Wisconsin",1989,50
"Wisconsin",1990,50
"Wisconsin",1991,50
"Wisconsin",1992,50
"Wisconsin",1993,50
"Wisconsin",1994,50
"Wisconsin",1995,50
"Wisconsin",1996,50
"Wisconsin",1997,50
"Wisconsin",1998,50
"Wisconsin",1999,50
"Wisconsin",2000,50
"Wisconsin",2001,50
"Wisconsin",2002,50
"Wisconsin",2003,50
"Wisconsin",2004,50
"Wisconsin",2005,50
"Wisconsin",2006,60
"Wisconsin",2007,80
"Wisconsin",2008,100
"Wisconsin",2009,100
"Wisconsin",2010,100
"Wisconsin",2011,100
"Wisconsin",2012,100
"Wisconsin",2013,100
"Wisconsin",2014,100
"Wisconsin",2015,100
"Wisconsin",2016,100
"Wisconsin",2017,100
"Wisconsin",2018,100
"Wisconsin",2019,100
"Wisconsin",2020,100
"Wisconsin",2021,100
"Wisconsin",2022,100
"Wisconsin",2023,100
"Wyoming",1985,NA
"Wyoming",1986,NA
"Wyoming",1987,NA
"Wyoming",1988,NA
"Wyoming",1989,NA
"Wyoming",1990,NA
"Wyoming",1991,NA
"Wyoming",1992,NA
"Wyoming",1993,NA
"Wyoming",1994,NA
"Wyoming",1995,NA
"Wyoming",1996,NA
"Wyoming",1997,NA
"Wyoming",1998,NA
"Wyoming",1999,NA
"Wyoming",2000,NA
"Wyoming",2001,NA
"Wyoming",2002,NA
"Wyoming",2003,NA
"Wyoming",2004,NA
"Wyoming",2005,NA
"Wyoming",2006,NA
"Wyoming",2007,NA
"Wyoming",2008,NA
"Wyoming",2009,NA
"Wyoming",2010,NA
"Wyoming",2011,NA
"Wyoming",2012,NA
"Wyoming",2013,NA
"Wyoming",2014,NA
"Wyoming",2015,NA
"Wyoming",2016,NA
"Wyoming",2017,NA
"Wyoming",2018,NA
"Wyoming",2019,NA
"Wyoming",2020,NA
"Wyoming",2021,NA
"Wyoming",2022,NA
"Wyoming",2023,NA
