"path","ext","size_bytes","mtime","last_commit","last_date","last_author","last_subject"
"job_market_data/Descriptive_REAL_CIT_Rev/Maine_real_CIT_3yr.png","png",95884,"2025-06-18 15:35:52.955003","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Maine_real_CIT_full.png","png",105047,"2025-06-18 15:35:52.955264","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Maine_real_LogCIT_3yr.png","png",96384,"2025-06-18 15:35:52.955505","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Maine_real_LogCIT_full.png","png",111108,"2025-06-18 15:35:52.955771","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Maryland_real_CIT_3yr.png","png",86588,"2025-06-18 15:35:52.95602","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Maryland_real_CIT_full.png","png",93314,"2025-06-18 15:35:52.956255","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Maryland_real_LogCIT_3yr.png","png",89891,"2025-06-18 15:35:52.956517","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Maryland_real_LogCIT_full.png","png",100162,"2025-06-18 15:35:52.956778","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Michigan_real_CIT_3yr.png","png",93728,"2025-06-18 15:35:52.957024","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Michigan_real_CIT_full.png","png",100642,"2025-06-18 15:35:52.957283","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Michigan_real_LogCIT_3yr.png","png",94927,"2025-06-18 15:35:52.957547","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Michigan_real_LogCIT_full.png","png",102110,"2025-06-18 15:35:52.957819","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Minnesota_real_CIT_3yr.png","png",93801,"2025-06-18 15:35:52.958116","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Minnesota_real_CIT_full.png","png",90322,"2025-06-18 15:35:52.95838","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Minnesota_real_LogCIT_3yr.png","png",102637,"2025-06-18 15:35:52.958676","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Minnesota_real_LogCIT_full.png","png",101968,"2025-06-18 15:35:52.958934","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Nebraska_real_CIT_3yr.png","png",94852,"2025-06-18 15:35:52.959184","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Nebraska_real_CIT_full.png","png",99012,"2025-06-18 15:35:52.959447","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Nebraska_real_LogCIT_3yr.png","png",93903,"2025-06-18 15:35:52.959703","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Nebraska_real_LogCIT_full.png","png",101061,"2025-06-18 15:35:52.959968","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/New Jersey_real_CIT_3yr.png","png",93880,"2025-06-18 15:35:52.960224","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/New Jersey_real_CIT_full.png","png",95846,"2025-06-18 15:35:52.960475","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/New Jersey_real_LogCIT_3yr.png","png",99434,"2025-06-18 15:35:52.960762","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/New Jersey_real_LogCIT_full.png","png",104031,"2025-06-18 15:35:52.961037","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/New York_real_CIT_3yr.png","png",91727,"2025-06-18 15:35:52.961307","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/New York_real_CIT_full.png","png",111551,"2025-06-18 15:35:52.961619","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/New York_real_LogCIT_3yr.png","png",89681,"2025-06-18 15:35:52.961925","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/New York_real_LogCIT_full.png","png",116741,"2025-06-18 15:35:52.962266","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/North Carolina_real_CIT_3yr.png","png",85246,"2025-06-18 15:35:52.962559","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/North Carolina_real_CIT_full.png","png",119370,"2025-06-18 15:35:52.962899","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/North Carolina_real_LogCIT_3yr.png","png",86124,"2025-06-18 15:35:52.963185","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/North Carolina_real_LogCIT_full.png","png",117996,"2025-06-18 15:35:52.9636","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/North Dakota_real_CIT_3yr.png","png",94651,"2025-06-18 15:35:52.96387","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/North Dakota_real_CIT_full.png","png",116220,"2025-06-18 15:35:52.964172","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/North Dakota_real_LogCIT_3yr.png","png",95390,"2025-06-18 15:35:52.964494","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/North Dakota_real_LogCIT_full.png","png",121051,"2025-06-18 15:35:52.964815","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Oregon_real_CIT_3yr.png","png",95536,"2025-06-18 15:35:52.965127","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Oregon_real_CIT_full.png","png",106565,"2025-06-18 15:35:52.965453","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Oregon_real_LogCIT_3yr.png","png",96372,"2025-06-18 15:35:52.965762","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Oregon_real_LogCIT_full.png","png",111563,"2025-06-18 15:35:52.966049","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Pennsylvania_real_CIT_3yr.png","png",93545,"2025-06-18 15:35:52.966324","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Pennsylvania_real_CIT_full.png","png",104266,"2025-06-18 15:35:52.966604","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Pennsylvania_real_LogCIT_3yr.png","png",97113,"2025-06-18 15:35:52.966916","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Pennsylvania_real_LogCIT_full.png","png",112653,"2025-06-18 15:35:52.967255","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Rhode Island_real_CIT_3yr.png","png",98836,"2025-06-18 15:35:52.967557","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Rhode Island_real_CIT_full.png","png",106010,"2025-06-18 15:35:52.967823","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Rhode Island_real_LogCIT_3yr.png","png",97548,"2025-06-18 15:35:52.96811","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Rhode Island_real_LogCIT_full.png","png",103690,"2025-06-18 15:35:52.968397","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/South Carolina_real_CIT_3yr.png","png",90797,"2025-06-18 15:35:52.968657","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/South Carolina_real_CIT_full.png","png",100744,"2025-06-18 15:35:52.968939","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/South Carolina_real_LogCIT_3yr.png","png",90421,"2025-06-18 15:35:52.969202","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/South Carolina_real_LogCIT_full.png","png",104142,"2025-06-18 15:35:52.96951","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Utah_real_CIT_3yr.png","png",86669,"2025-06-18 15:35:52.969794","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Utah_real_CIT_full.png","png",93812,"2025-06-18 15:35:52.97007","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Utah_real_LogCIT_3yr.png","png",90782,"2025-06-18 15:35:52.970366","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Utah_real_LogCIT_full.png","png",94625,"2025-06-18 15:35:52.970628","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Wisconsin_real_CIT_3yr.png","png",94223,"2025-06-18 15:35:52.970883","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Wisconsin_real_CIT_full.png","png",99192,"2025-06-18 15:35:52.971138","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Wisconsin_real_LogCIT_3yr.png","png",98345,"2025-06-18 15:35:52.971412","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_REAL_CIT_Rev/Wisconsin_real_LogCIT_full.png","png",104148,"2025-06-18 15:35:52.971681","474c4b5","2025-02-07","Ben Jaros","Descriptive Real CIT Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Arizona_LogRealNCTR_3yr.png","png",94295,"2025-06-18 15:35:52.972042","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Arizona_LogRealNCTR_full.png","png",85848,"2025-06-18 15:35:52.97231","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Arizona_RealNCTR_3yr.png","png",93794,"2025-06-18 15:35:52.972588","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Arizona_RealNCTR_full.png","png",88907,"2025-06-18 15:35:52.972867","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/California_LogRealNCTR_3yr.png","png",94830,"2025-06-18 15:35:52.973179","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/California_LogRealNCTR_full.png","png",83164,"2025-06-18 15:35:52.973427","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/California_RealNCTR_3yr.png","png",95719,"2025-06-18 15:35:52.973705","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/California_RealNCTR_full.png","png",82291,"2025-06-18 15:35:52.973959","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Colorado_LogRealNCTR_3yr.png","png",96122,"2025-06-18 15:35:52.974265","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Colorado_LogRealNCTR_full.png","png",82411,"2025-06-18 15:35:52.974505","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Colorado_RealNCTR_3yr.png","png",98498,"2025-06-18 15:35:52.974766","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Colorado_RealNCTR_full.png","png",93710,"2025-06-18 15:35:52.975012","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Connecticut_LogRealNCTR_3yr.png","png",99358,"2025-06-18 15:35:52.975306","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Connecticut_LogRealNCTR_full.png","png",86696,"2025-06-18 15:35:52.975539","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Connecticut_RealNCTR_3yr.png","png",96866,"2025-06-18 15:35:52.975799","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Connecticut_RealNCTR_full.png","png",99671,"2025-06-18 15:35:52.976061","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Delaware_LogRealNCTR_3yr.png","png",78814,"2025-06-18 15:35:52.976299","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Delaware_LogRealNCTR_full.png","png",92393,"2025-06-18 15:35:52.976541","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Delaware_RealNCTR_3yr.png","png",81419,"2025-06-18 15:35:52.976805","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Delaware_RealNCTR_full.png","png",81328,"2025-06-18 15:35:52.977021","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Georgia_LogRealNCTR_3yr.png","png",96877,"2025-06-18 15:35:52.977261","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Georgia_LogRealNCTR_full.png","png",87965,"2025-06-18 15:35:52.977492","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Georgia_RealNCTR_3yr.png","png",90672,"2025-06-18 15:35:52.977769","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Georgia_RealNCTR_full.png","png",88608,"2025-06-18 15:35:52.978012","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Illinois_LogRealNCTR_3yr.png","png",85852,"2025-06-18 15:35:52.978237","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Illinois_LogRealNCTR_full.png","png",92718,"2025-06-18 15:35:52.978473","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Illinois_RealNCTR_3yr.png","png",80882,"2025-06-18 15:35:52.978706","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Illinois_RealNCTR_full.png","png",89573,"2025-06-18 15:35:52.978978","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Indiana_LogRealNCTR_3yr.png","png",96763,"2025-06-18 15:35:52.979227","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Indiana_LogRealNCTR_full.png","png",83728,"2025-06-18 15:35:52.979512","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Indiana_RealNCTR_3yr.png","png",91964,"2025-06-18 15:35:52.979774","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Indiana_RealNCTR_full.png","png",82703,"2025-06-18 15:35:52.980003","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Iowa_LogRealNCTR_3yr.png","png",83878,"2025-06-18 15:35:52.980227","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Iowa_LogRealNCTR_full.png","png",86019,"2025-06-18 15:35:52.980463","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Iowa_RealNCTR_3yr.png","png",85618,"2025-06-18 15:35:52.980717","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Iowa_RealNCTR_full.png","png",86406,"2025-06-18 15:35:52.980968","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Kentucky_LogRealNCTR_3yr.png","png",88627,"2025-06-18 15:35:52.981236","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Kentucky_LogRealNCTR_full.png","png",87034,"2025-06-18 15:35:52.981509","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Kentucky_RealNCTR_3yr.png","png",88380,"2025-06-18 15:35:52.981809","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Kentucky_RealNCTR_full.png","png",86758,"2025-06-18 15:35:52.982066","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Louisiana_LogRealNCTR_3yr.png","png",87352,"2025-06-18 15:35:52.982303","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Louisiana_LogRealNCTR_full.png","png",97802,"2025-06-18 15:35:52.982542","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Louisiana_RealNCTR_3yr.png","png",84785,"2025-06-18 15:35:52.982805","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Louisiana_RealNCTR_full.png","png",99250,"2025-06-18 15:35:52.98308","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Maine_LogRealNCTR_3yr.png","png",97935,"2025-06-18 15:35:52.98333","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Maine_LogRealNCTR_full.png","png",89480,"2025-06-18 15:35:52.983582","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Maine_RealNCTR_3yr.png","png",91170,"2025-06-18 15:35:52.983861","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Maine_RealNCTR_full.png","png",80875,"2025-06-18 15:35:52.984097","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Maryland_LogRealNCTR_3yr.png","png",92003,"2025-06-18 15:35:52.9845","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Maryland_LogRealNCTR_full.png","png",88112,"2025-06-18 15:35:52.984808","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Maryland_RealNCTR_3yr.png","png",84407,"2025-06-18 15:35:52.985096","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Maryland_RealNCTR_full.png","png",82476,"2025-06-18 15:35:52.985342","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Michigan_LogRealNCTR_3yr.png","png",96418,"2025-06-18 15:35:52.985631","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Michigan_LogRealNCTR_full.png","png",97128,"2025-06-18 15:35:52.98592","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Michigan_RealNCTR_3yr.png","png",93315,"2025-06-18 15:35:52.9862","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Michigan_RealNCTR_full.png","png",97799,"2025-06-18 15:35:52.986489","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Minnesota_LogRealNCTR_3yr.png","png",96826,"2025-06-18 15:35:52.986756","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Minnesota_LogRealNCTR_full.png","png",92507,"2025-06-18 15:35:52.987033","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Minnesota_RealNCTR_3yr.png","png",90488,"2025-06-18 15:35:52.987348","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Minnesota_RealNCTR_full.png","png",93138,"2025-06-18 15:35:52.987632","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Nebraska_LogRealNCTR_3yr.png","png",81283,"2025-06-18 15:35:52.987911","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Nebraska_LogRealNCTR_full.png","png",85359,"2025-06-18 15:35:52.988142","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Nebraska_RealNCTR_3yr.png","png",76236,"2025-06-18 15:35:52.988358","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/Nebraska_RealNCTR_full.png","png",80811,"2025-06-18 15:35:52.988571","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/New Jersey_LogRealNCTR_3yr.png","png",91459,"2025-06-18 15:35:52.988812","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/New Jersey_LogRealNCTR_full.png","png",84949,"2025-06-18 15:35:52.989074","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/New Jersey_RealNCTR_3yr.png","png",81153,"2025-06-18 15:35:52.989361","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/New Jersey_RealNCTR_full.png","png",90827,"2025-06-18 15:35:52.98963","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/New York_LogRealNCTR_3yr.png","png",88691,"2025-06-18 15:35:52.989874","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/New York_LogRealNCTR_full.png","png",91213,"2025-06-18 15:35:52.990111","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
"job_market_data/Descriptive_Real_NON_CIT_Rev/New York_RealNCTR_3yr.png","png",95334,"2025-06-18 15:35:52.990401","3902ad2","2025-02-07","Ben Jaros","Descriptive Real Non Corporate Tax Revenue"
